bowler,overs,maidens,runs,wickets,economy
Nathan Coulter-Nile,4.0,0,32,0,8.0
Zaheer Khan,2.1,0,24,0,11.43
Chris Morris,4.0,0,21,0,5.25
Carlos Brathwaite,2.0,0,9,0,4.5
Amit Mishra,2.0,0,11,1,5.5
