Stat,Test,ODI,T20,IPL
Matches,0,11,18,76
Innings,0,11,18,76
Balls,0,480,396,1657
Runs,0,465,562,2474
Maidens,0,2,1,4
Wickets,0,15,16,91
Avg,0.0,31.0,35.13,27.19
Eco,0,5.81,8.52,8.96
SR,0.0,32.0,24.75,18.21
BBI,-/-,3/13,2/27,3/21
BBM,-/-,3/13,2/27,3/21
