batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,15,10,1,1,150.0,c Cameron Green b Kartik Tyagi
Travis Head,61,28,9,3,217.86,c Cameron Green b Varun Chakaravarthy
Ishan Kishan,42,29,4,2,144.83,c Anukul Roy b Sunil Narine
Heinrich Klaasen,11,8,1,1,137.5,c Rovman Powell b Cameron Green
Smaran Ravichandran,4,4,1,0,100.0,c Ajinkya Rahane b Varun Chakaravarthy
Aniket Verma,6,8,1,0,75.0,c Ajinkya Rahane b Varun Chakaravarthy
Salil Arora,2,6,0,0,33.33,b Sunil Narine
Pat Cummins,10,8,0,1,125.0,c and b Anukul Roy
Shivang Kumar,1,2,0,0,50.0,c Angkrish Raghuvanshi b Vaibhav Arora
Harshal Patel,6,5,1,0,120.0,c Vaibhav Arora b Kartik Tyagi
Eshan Malinga,2,6,0,0,33.33,not out
