bowler,overs,maidens,runs,wickets,economy
Jason Behrendorff,4,0,37,1,9.2
Akash Madhwal,4,0,31,3,7.8
Chris Jordan,4,0,34,0,8.5
Piyush Chawla,4,0,36,2,9.0
Kumar Kartikeya,3,0,37,2,12.3
Cameron Green,1,0,13,0,13.0
