batter,runs,balls,fours,sixes,strike_rate,dismissal
Wriddhiman Saha,2,5,0,0,40.0,lbw b Akash Madhwal
Shubman Gill,6,9,0,0,66.67,b Akash Madhwal
Hardik Pandya,4,3,1,0,133.33,c Ishan Kishan b Behrendorff
Vijay Shankar,29,14,6,0,207.14,b Chawla
David Miller,41,26,4,2,157.69,lbw b Akash Madhwal
Abhinav Manohar,2,3,0,0,66.67,b Kumar Kartikeya
Rahul Tewatia,14,13,1,0,107.69,c Green b Chawla
Rashid Khan,79,32,3,10,246.88,not out
Noor Ahmad,1,3,0,0,33.33,b Kumar Kartikeya
Alzarri Joseph,7,12,1,0,58.33,not out
