batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,41,24,4,2,170.83,c Mohammed Shami b Digvesh Singh Rathi
Finn Allen,9,8,2,0,112.5,c Digvesh Singh Rathi b Prince Yadav
Angkrish Raghuvanshi,45,33,5,2,136.36,c Aiden Markram b Manimaran Siddharth
Cameron Green,32,24,3,1,133.33,not out
Rinku Singh,4,7,0,0,57.14,b Avesh Khan
Rovman Powell,39,24,4,2,162.5,not out
