bowler,overs,maidens,runs,wickets,economy
Shoaib Malik,3.3,0,32,1,9.7
Yo Mahesh,4.0,0,23,1,5.75
Mohammad Asif,4.0,0,39,2,9.75
Rajat Bhatia,1.0,0,5,0,5.0
Farveez Maharoof,3.0,0,31,0,10.33
Glenn McGrath,4.0,0,29,1,7.25
