bowler,overs,maidens,runs,wickets,economy
Dale Steyn,4.0,0,23,0,5.75
Ishant Sharma,4.0,0,32,1,8.0
Thisara Perera,3.3,0,55,0,16.67
Daren Sammy,2.0,0,15,0,7.5
Amit Mishra,3.0,0,36,0,12.0
Karn Sharma,3.0,0,22,2,7.33
