batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,24,16,1,2,150.0,c R Dhawan b K Pollard
Ross Taylor,4,5,1,0,80.0,run out (A Rayudu/P Ojha)
Robin Uthappa,7,9,1,0,77.78,b M Johnson
Abhishek Nayar,6,7,0,0,85.71,c K Pollard b L Malinga
Angelo Mathews,19,18,0,1,105.56,c R Sharma b P Ojha
Aaron Finch,0,1,0,0,0.0,b M Johnson
Bhuvneshwar Kumar,6,11,0,0,54.55,not out
Tirumalsetti Suman,23,15,5,0,153.33,c K Pollard b H Singh
Mitchell Marsh,38,26,2,2,146.15,c R Dhawan b M Johnson
Rahul Sharma,10,12,1,0,83.33,not out
