batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,0,5,0,0,0.0,c Goswami b Bhuvneshwar
Faf du Plessis,67,42,5,4,159.52,not out
Suresh Raina,22,13,4,0,169.23,b S Kaul
Ambati Rayudu,0,1,0,0,0.0,b S Kaul
MS Dhoni,9,18,1,0,50.0,b Rashid Khan
Dwayne Bravo,7,11,0,0,63.64,c Dhawan b Rashid Khan
Ravindra Jadeja,3,5,0,0,60.0,c and b Sandeep Sharma
Deepak Chahar,10,6,0,1,166.67,c C Brathwaite b Sandeep Sharma
Harbhajan Singh,2,9,0,0,22.22,run out (Rashid Khan/C Brathwaite)
Shardul Thakur,15,5,3,0,300.0,not out
