bowler,overs,maidens,runs,wickets,economy
Bhuvneshwar,4,0,27,2,6.8
Nabi,4,0,21,2,5.2
S Kaul,4,0,35,2,8.8
Rashid Khan,4,0,18,1,4.5
Sandeep Sharma,4,0,25,1,6.2
