batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,61,34,9,2,179.41,c de Kock b K Gowtham
Warner,4,12,0,0,33.33,c Ayush Badoni b Ravi Bishnoi
Rovman Powell,3,10,0,0,30.0,b Ravi Bishnoi
Pant,39,36,3,2,108.33,not out
Sarfaraz Khan,36,28,3,0,128.57,not out
