Stat,Test,ODI,T20,IPL
Matches,69,138,96,50
Innings,123,114,68,30
Runs,3073,2237,888,299
Balls,5595,2479,634,237
Highest,202,99,49,47
Average,29.83,24.86,18.5,13
SR,54.93,90.24,140.07,126.17
Not Out,20,24,20,7
Fours,359,160,54,14
Sixes,55,69,59,21
Ducks,11,11,9,2
