Stat,Test,ODI,T20,IPL
Matches,0,0,19,0
Innings,0,0,9,0
Runs,0,0,53,0
Balls,0,0,55,0
Highest,0,0,20,0
Average,0,0,10.6,0
SR,0,0,96.37,0
Not Out,0,0,4,0
Fours,0,0,1,0
Sixes,0,0,1,0
Ducks,0,0,2,0
