Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,1-36,PBKS,T20,Hyderabad,06 May 26,9,4,0
INDIAN PREMIER LEAGUE 2026,0-42,KKR,T20,Hyderabad,03 May 26,13.1,3.2,0
INDIAN PREMIER LEAGUE 2026,1-29,MI,T20,Mumbai,29 Apr 26,7.2,4,0
INDIAN PREMIER LEAGUE 2026,2-38,RR,T20,Jaipur,25 Apr 26,9.5,4,0
INDIAN PREMIER LEAGUE 2026,4-32,DC,T20,Hyderabad,21 Apr 26,8,4,0
INDIAN PREMIER LEAGUE 2026,3-29,CSK,T20,Hyderabad,18 Apr 26,7.2,4,0
INDIAN PREMIER LEAGUE 2026,2-31,RR,T20,Hyderabad,13 Apr 26,7.7,4,0
INDIAN PREMIER LEAGUE 2026,0-46,PBKS,T20,New Chandigarh,11 Apr 26,15.3,3,0
INDIAN PREMIER LEAGUE 2026,1-30,LSG,T20,Hyderabad,05 Apr 26,7.5,4,0
INDIAN PREMIER LEAGUE 2026,2-14,KKR,T20,Kolkata,02 Apr 26,7,2,0
INDIAN PREMIER LEAGUE 2026,0-35,RCB,T20,Bengaluru,28 Mar 26,17.5,2,0
ENGLAND TOUR OF SRI LANKA 2026,0-6,ENG,T20I,Pallekele,01 Feb 26,5,1.2,0
ENGLAND TOUR OF SRI LANKA 2026,2-24,ENG,T20I,Pallekele,30 Jan 26,12,2,0
"PAKISTAN TOUR OF SRI LANKA, 2026",1-27,PAK,T20I,Dambulla,11 Jan 26,13.5,2,0
PAKISTAN T20I TRI-SERIES 2025,1-16,PAK,T20I,Rawalpindi,29 Nov 25,5.3,3,0
PAKISTAN T20I TRI-SERIES 2025,2-54,PAK,T20I,Rawalpindi,27 Nov 25,13.5,4,0
PAKISTAN T20I TRI-SERIES 2025,0-33,ZIM,T20I,Rawalpindi,25 Nov 25,8.2,4,0
PAKISTAN T20I TRI-SERIES 2025,0-28,PAK,T20I,Rawalpindi,22 Nov 25,12.1,2.3,0
PAKISTAN T20I TRI-SERIES 2025,2-27,ZIM,T20I,Rawalpindi,20 Nov 25,6.7,4,0
SRI LANKA TOUR OF PAKISTAN 2025,0-44,PAK,ODI,Rawalpindi,16 Nov 25,5.5,8,0
"BANGLADESH TOUR OF SRI LANKA, 2025",0-22,BAN,ODI,Colombo,02 Jul 25,7.3,3,0
INDIAN PREMIER LEAGUE 2025,3-31,KKR,T20,Delhi,25 May 25,9.1,3.4,0
INDIAN PREMIER LEAGUE 2025,2-37,RCB,T20,Lucknow,23 May 25,9.2,4,0
INDIAN PREMIER LEAGUE 2025,2-28,LSG,T20,Lucknow,19 May 25,7,4,0
INDIAN PREMIER LEAGUE 2025,1-28,DC,T20,Hyderabad,05 May 25,7,4,0
INDIAN PREMIER LEAGUE 2025,1-33,MI,T20,Hyderabad,23 Apr 25,11,3,0
INDIAN PREMIER LEAGUE 2025,2-36,MI,T20,Mumbai,17 Apr 25,9,4,0
INDIAN PREMIER LEAGUE 2025,2-45,PBKS,T20,Hyderabad,12 Apr 25,11.2,4,0
"AUSTRALIA TOUR OF SRI LANKA, 2025",0-15,AUS,ODI,Colombo,14 Feb 25,5,3,0
"AUSTRALIA TOUR OF SRI LANKA, 2025",0-12,AUS,ODI,Colombo,12 Feb 25,3,4,0
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",3-35,NZ,ODI,Auckland,11 Jan 25,5,7,1
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",1-54,NZ,ODI,Hamilton,08 Jan 25,7.7,7,0
"SRI LANKA TOUR OF NEW ZEALAND, 2024-25",0-41,NZ,ODI,Wellington,05 Jan 25,8.2,5,0
