Stat,Test,ODI,T20,IPL
Matches,0,7,8,18
Innings,0,7,8,18
Balls,0,222,137,390
Runs,0,223,215,600
Maidens,0,1,0,0
Wickets,0,4,8,29
Avg,0.0,55.75,26.88,20.69
Eco,0,6.03,9.42,9.23
SR,0.0,55.5,17.13,13.45
BBI,-/-,3/35,2/24,4/32
BBM,-/-,3/35,2/24,4/32
