over,runs,wickets
1,4,0
2,6,0
3,8,0
4,7,0
5,7,0
6,13,0
7,4,0
8,9,0
9,7,0
10,8,0
11,2,0
12,3,0
13,4,0
14,4,0
15,9,0
16,10,0
17,7,0
18,11,0
19,18,0
20,13,0
