over,runs,wickets
1,14,0
2,8,0
3,8,0
4,6,0
5,13,0
6,5,0
7,8,0
8,4,0
9,8,0
10,9,0
11,8,0
12,10,0
13,5,0
14,6,0
15,5,0
16,20,0
17,14,0
18,10,0
19,2,0
