bowler,overs,maidens,runs,wickets,economy
Chamith Ranasinghe,4,0,37,1,9.2
Muhammad Nadeem,4,0,35,0,8.8
Sameera Maduranga,3,0,34,0,11.3
Sageer Ahmad,3,0,33,0,11.0
Kuldeep Gurjar,4,0,40,1,10.0
Daham Madampage,2,0,14,1,7.0
