batter,runs,balls,fours,sixes,strike_rate,dismissal
Kumar Sangakkara,16,15,2,0,106.67,c J Kallis b R Bhatia
Jean-Paul Duminy,6,8,0,0,75.0,c J Kallis b I Abdulla
Dale Steyn,13,12,1,0,108.33,b J Unadkat
Ishant Sharma,1,1,0,0,100.0,not out
Shikhar Dhawan,7,7,1,0,100.0,run out (E Morgan)
Amit Mishra,12,5,1,1,240.0,not out
Dwaraka Ravi Teja,14,10,1,1,140.0,c J Kallis b J Unadkat
Bharath Chipli,48,40,6,1,120.0,c J Kallis b R Bhatia
Ishank Jaggi,3,9,0,0,33.33,b I Abdulla
Daniel Christian,25,13,1,2,192.31,c R Doeschate b I Abdulla
