batter,runs,balls,fours,sixes,strike_rate,dismissal
Sai Sudharsan,31,23,4,0,134.78,c Ravi Bishnoi b Krunal Pandya
Shubman Gill,19,21,2,0,90.48,b Yash Thakur
Kane Williamson,1,5,0,0,20.0,c and b Ravi Bishnoi
Sharath BR,2,5,0,0,40.0,c Ayush Badoni b Krunal Pandya
Vijay Shankar,17,17,0,1,100.0,c Rahul b Yash Thakur
Darshan Nalkande,12,11,0,1,109.09,c Yash Thakur b Krunal Pandya
Rahul Tewatia,30,25,2,2,120.0,c Pooran b Yash Thakur
Rashid Khan,0,3,0,0,0.0,c (sub)Deepak Hooda b Yash Thakur
Umesh Yadav,2,4,0,0,50.0,c de Kock b Naveen-ul-Haq
Spencer Johnson,0,1,0,0,0.0,not out
Noor Ahmad,4,2,1,0,200.0,c de Kock b Yash Thakur
