batter,runs,balls,fours,sixes,strike_rate,dismissal
Azhar Mahmood,9,13,1,0,69.23,c D Karthik b H Singh
Piyush Chawla,12,10,0,1,120.0,c A Rayudu b D Kulkarni
David Hussey,34,18,5,1,188.89,c M Johnson b P Ojha
Shaun Marsh,10,12,1,0,83.33,c K Pollard b P Ojha
Praveen Kumar,24,15,1,2,160.0,c S Tendulkar b D Kulkarni
Manpreet Gony,0,3,0,0,0.0,c D Karthik b H Singh
Mandeep Singh,9,8,2,0,112.5,b L Malinga
David Miller,56,34,1,5,164.71,c S Tendulkar b M Johnson
Parvinder Awana,0,2,0,0,0.0,not out
Gurkeerat Singh Mann,2,4,0,0,50.0,c Dwayne Smith b H Singh
Manan Vohra,1,2,0,0,50.0,c K Pollard b M Johnson
