bowler,overs,maidens,runs,wickets,economy
Nuwan Kulasekara,3,0,26,1,8.67
Doug Bollinger,4,1,21,3,5.25
Tim Southee,4,0,33,1,8.25
Ravichandran Ashwin,4,0,29,1,7.25
Shadab Jakati,2,0,15,0,7.5
Suresh Raina,3,0,16,0,5.33
