Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-27,PBKS,T20,Ahmedabad,03 May 26,27,1,0
INDIAN PREMIER LEAGUE 2026,1-22,CSK,T20,Chennai,26 Apr 26,7.3,3,0
INDIAN PREMIER LEAGUE 2026,1-19,RCB,T20,Bengaluru,24 Apr 26,9.5,2,0
INDIAN PREMIER LEAGUE 2024,0-26,RCB,T20,Bengaluru,04 May 24,13,2,0
