batter,runs,balls,fours,sixes,strike_rate,dismissal
Sanju Samson,9,5,0,1,180.0,c Devdutt Padikkal b Jacob Duffy
Ruturaj Gaikwad,7,3,0,1,233.33,c Devdutt Padikkal b Jacob Duffy
Ayush Mhatre,1,3,0,0,33.33,c Rajat Patidar b Bhuvneshwar Kumar
Sarfaraz Khan,50,25,8,2,200.0,st Jitesh Sharma b Krunal Pandya
Kartik Sharma,6,3,0,1,200.0,c Abhinandan Singh b Krunal Pandya
Shivam Dube,18,13,2,1,138.46,c Jitesh Sharma b Abhinandan Singh
Prashant Veer,43,29,6,1,148.28,c Rajat Patidar b Bhuvneshwar Kumar
Jamie Overton,37,16,4,2,231.25,c (sub)Jacob Bethell b Suyash Sharma
Anshul Kamboj,19,12,1,1,158.33,not out
Noor Ahmad,8,8,0,1,100.0,c Virat Kohli b Bhuvneshwar Kumar
Matt Henry,2,3,0,0,66.67,c Phil Salt b Abhinandan Singh
