Stat,Test,ODI,T20,IPL
Matches,65,79,53,49
Innings,111,76,51,48
Runs,4592,3007,1335,1507
Balls,6576,2844,852,881
Highest,175,154,91,102
Average,43.73,42.96,28.4,34.25
SR,69.83,105.74,156.70,171.06
Not Out,6,6,4,4
Fours,558,348,149,164
Sixes,41,73,60,77
Ducks,7,3,2,5
