Stat,Test,ODI,T20,IPL
Matches,14,76,51,142
Innings,24,70,47,141
Runs,811,2977,1104,4064
Balls,1287,3020,811,3001
Highest,105,128,74,97
Average,36.86,46.52,30.67,35.03
SR,63.02,98.58,136.13,135.43
Not Out,2,6,11,25
Fours,94,274,90,336
Sixes,16,73,44,174
Ducks,2,1,4,7
