over,runs,wickets
1,8,0
2,5,0
3,6,0
4,5,0
5,26,0
6,7,0
7,5,0
8,10,0
9,15,0
10,14,0
11,11,0
12,8,0
13,10,0
14,7,0
15,4,0
16,7,0
17,3,0
18,6,0
19,10,0
