bowler,overs,maidens,runs,wickets,economy
Nathan Coulter-Nile,3.0,0,41,0,13.7
Umesh Yadav,4.0,0,23,1,5.8
Chris Woakes,4.0,0,18,3,4.5
Sunil Narine,4.0,0,28,1,7.0
Kuldeep Yadav,4.0,0,35,1,8.8
Colin de Grandhomme,0.2,0,7,0,21.0
