bowler,overs,maidens,runs,wickets,economy
S Kaul,4,0,43,0,10.8
Shahbaz Ahmed,2,0,15,0,7.5
Hazlewood,4,0,39,2,9.8
Maxwell,4,1,28,1,7.0
Lomror,1,0,11,0,11.0
W Hasaranga,4,0,25,1,6.2
Harshal Patel,1,0,6,0,6.0
