Stat,Test,ODI,T20,IPL
Matches,0,4,45,91
Innings,0,0,10,14
Runs,0,0,3,26
Balls,0,0,15,48
Highest,0,0,1,10
Average,0,0,0.75,5.2
SR,0,0,20.00,54.17
Not Out,0,0,6,9
Fours,0,0,0,2
Sixes,0,0,0,0
Ducks,0,0,4,2
