bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4,0,43,1,10.75
Dale Steyn,4,0,36,1,9.0
Jacques Kallis,4,0,39,1,9.75
Anil Kumble,4,0,40,0,10.0
Vinay Kumar,2,0,19,0,9.5
Virat Kohli,2,0,23,0,11.5
