batter,runs,balls,fours,sixes,strike_rate,dismissal
Aiden Markram,31,27,2,1,114.81,c Rinku Singh b Cameron Green
Mitchell Marsh,2,3,0,0,66.67,c Rovman Powell b Vaibhav Arora
Rishabh Pant,42,38,4,1,110.53,c Tim Seifert b Sunil Narine
Nicholas Pooran,9,12,0,1,75.0,c Sunil Narine b Varun Chakaravarthy
Ayush Badoni,24,19,0,2,126.32,c Anukul Roy b Varun Chakaravarthy
Mukul Choudhary,1,2,0,0,50.0,c Rinku Singh b Anukul Roy
Himmat Singh,19,10,2,1,190.0,c Rinku Singh b Kartik Tyagi
George Linde,8,4,2,0,200.0,c Rinku Singh b Vaibhav Arora
Mohammed Shami,11,6,1,1,183.33,not out
Prince Yadav,0,1,0,0,0.0,not out
