batter,runs,balls,fours,sixes,strike_rate,dismissal
Venkatesh Iyer,43,24,3,4,179.17,c Daniel Sams b Kumar Kartikeya
Rahane,25,24,3,0,104.17,b Kumar Kartikeya
Nitish Rana,43,26,3,4,165.38,c Ishan Kishan b Bumrah
Shreyas Iyer,6,8,1,0,75.0,c Ishan Kishan b M Ashwin
Russell,9,5,0,1,180.0,c Pollard b Bumrah
Rinku Singh,23,19,2,1,121.05,not out
Jackson,5,7,0,0,71.43,c Daniel Sams b Bumrah
Cummins,0,2,0,0,0.0,c Tilak Varma b Bumrah
Narine,0,1,0,0,0.0,c and b Bumrah
Southee,0,4,0,0,0.0,c Pollard b Daniel Sams
