over,runs,wickets
1,0,0
2,7,0
3,5,0
4,7,0
5,13,0
6,18,0
7,10,0
8,4,0
9,7,0
10,14,0
11,5,0
12,12,0
13,6,0
14,15,0
15,22,0
16,12,0
17,20,0
18,11,0
19,11,0
20,1,0
