Stat,Test,ODI,T20,IPL
Matches,0,0,34,0
Innings,0,0,33,0
Runs,0,0,592,0
Balls,0,0,504,0
Highest,0,0,68,0
Average,0,0,19.1,0
SR,0,0,117.47,0
Not Out,0,0,2,0
Fours,0,0,52,0
Sixes,0,0,23,0
Ducks,0,0,4,0
