bowler,overs,maidens,runs,wickets,economy
Oscar Duff,4,0,46,0,11.5
Joshua Dowling,4,0,42,1,10.5
Milen Gogev,2,0,21,0,10.5
Prakash Mishra,2,0,27,0,13.5
Jakob Gul,2,0,20,1,10.0
Firas Hussain,1,0,13,0,13.0
Huzaif Yousuf,2,0,25,1,12.5
