batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,17,13,1,1,130.77,c M Hussey b Mohit Sharma
Irfan Pathan,2,6,0,0,33.33,c DJ Bravo b R Jadeja
Mahela Jayawardene,6,11,1,0,54.55,lbw b C Morris
Ajit Agarkar,3,7,0,0,42.86,c DJ Bravo b R Ashwin
Morne Morkel,2,4,0,0,50.0,b R Ashwin
David Warner,1,4,0,0,25.0,b Mohit Sharma
Kedar Jadhav,31,28,3,0,110.71,c DJ Bravo b A Morkel
Umesh Yadav,1,5,0,0,20.0,c S Raina b DJ Bravo
Jeevan Mendis,12,17,0,0,70.59,run out (S Raina/R Jadeja)
Shahbaz Nadeem,2,7,0,0,28.57,not out
Manprit Juneja,2,3,0,0,66.67,lbw b Mohit Sharma
