bowler,overs,maidens,runs,wickets,economy
Mohit Sharma,4,0,33,2,8.25
Jason Holder,4,0,31,0,7.75
Ravichandran Ashwin,4,0,21,1,5.25
Chris Morris,3,0,24,0,8.0
Dwayne Bravo,4,0,37,2,9.25
Ravindra Jadeja,1,0,8,0,8.0
