bowler,overs,maidens,runs,wickets,economy
Albie Morkel,4.0,0,41,0,10.25
Sudeep Tyagi,1.5,0,39,0,26.0
Muthiah Muralidaran,4.0,0,28,0,7.0
Ravichandran Ashwin,4.0,0,26,1,6.5
Lakshmipathy Balaji,4.0,0,36,0,9.0
Justin Kemp,2.1,0,15,0,7.14
