batter,runs,balls,fours,sixes,strike_rate,dismissal
Phil Salt,16,9,2,1,177.78,c Shreyas Iyer b Jamieson
Kohli,43,35,3,0,122.86,c and b Azmatullah
Mayank Agarawal,24,18,2,1,133.33,c Arshdeep Singh b Chahal
Rajat Patidar,26,16,1,2,162.5,lbw b Jamieson
Livingstone,25,15,0,2,166.67,lbw b Jamieson
Jitesh Sharma,24,10,2,2,240.0,b Vijaykumar Vyshak
Romario Shepherd,17,9,1,1,188.89,lbw b Arshdeep Singh
Krunal Pandya,4,5,0,0,80.0,c Shreyas Iyer b Arshdeep Singh
Bhuvneshwar,1,2,0,0,50.0,c Priyansh Arya b Arshdeep Singh
Yash Dayal,1,1,0,0,100.0,not out
