Stat,Test,ODI,T20,IPL
Matches,0,0,46,88
Innings,0,0,19,36
Balls,0,0,165,365
Runs,0,0,239,550
Maidens,0,0,0,0
Wickets,0,0,7,11
Avg,0.0,0.0,34.14,50.0
Eco,0,0,8.69,9.04
SR,0.0,0.0,23.57,33.18
BBI,-/-,-/-,2/3,2/4
BBM,-/-,-/-,2/3,2/4
