Stat,Test,ODI,T20,IPL
Matches,0,0,46,88
Innings,0,0,45,85
Runs,0,0,1438,2290
Balls,0,0,755,1340
Highest,0,0,135,141
Average,0,0,33.44,29.74
SR,0,0,190.47,170.90
Not Out,0,0,2,8
Fours,0,0,139,217
Sixes,0,0,96,137
Ducks,0,0,6,5
