bowler,overs,maidens,runs,wickets,economy
Nathan Coulter-Nile,4.0,0,29,1,7.25
Rishi Dhawan,4.0,1,26,1,6.5
Dhawal Kulkarni,0.4,0,12,0,30.0
Rohit Sharma,0.2,0,1,0,5.0
Harbhajan Singh,4.0,0,33,1,8.25
Lasith Malinga,4.0,0,39,3,9.75
Kieron Pollard,2.0,0,22,1,11.0
Glenn Maxwell,1.0,0,18,0,18.0
