batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,1,3,0,0,33.33,c S Trivedi b A Chandila
Ricky Ponting,4,9,0,0,44.44,c & b A Chandila
Harbhajan Singh,1,1,0,0,100.0,run out (R Dravid/D Yagnik)
Lasith Malinga,7,11,1,0,63.64,b J Faulkner
Dinesh Karthik,30,32,3,0,93.75,c B Hodge b J Faulkner
Mitchell Johnson,11,9,2,0,122.22,b J Faulkner
Rohit Sharma,2,7,0,0,28.57,c Shane Watson b S Trivedi
Kieron Pollard,1,7,0,0,14.29,b S Binny
Pragyan Ojha,1,1,0,0,100.0,not out
Ambati Rayudu,27,29,2,0,93.1,lbw b K Cooper
Rishi Dhawan,0,1,0,0,0.0,c J Faulkner b S Binny
