batter,runs,balls,fours,sixes,strike_rate,dismissal
Virat Kohli,9,10,2,0,90.0,c Riyan Parag b Prasidh
Faf du Plessis,23,21,3,1,109.52,c Jos Buttler b Kuldeep Sen
Rajat Patidar,16,16,0,1,100.0,b Ashwin
Glenn Maxwell,0,1,0,0,0.0,c Padikkal b Kuldeep Sen
Shahbaz Ahmed,17,27,0,1,62.96,c Riyan Parag b Ashwin
Suyash Prabhudessai,2,7,0,0,28.57,c Riyan Parag b Ashwin
Dinesh Karthik,6,4,1,0,150.0,run out (Prasidh/Chahal)
Wanindu Hasaranga,18,13,2,0,138.46,c and b Kuldeep Sen
Harshal Patel,8,11,0,1,72.73,c Riyan Parag b Kuldeep Sen
Mohammed Siraj,5,5,1,0,100.0,c Kuldeep Sen b Prasidh
Josh Hazlewood,0,2,0,0,0.0,not out
