Stat,Test,ODI,T20,IPL
Matches,49,31,76,135
Innings,86,27,66,133
Runs,3476,871,1209,3789
Balls,4683,820,949,2576
Highest,159,125,65,128
Average,42.91,33.5,23.25,33.83
SR,74.23,106.22,127.40,147.09
Not Out,5,1,14,21
Fours,373,91,111,342
Sixes,94,26,44,179
Ducks,3,3,4,7
