bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4.0,0,25,0,6.25
Bhargav Bhatt,4.0,0,34,0,8.5
Parvinder Awana,4.0,0,39,3,9.75
Piyush Chawla,4.0,0,46,1,11.5
Azhar Mahmood,3.5,0,23,2,6.57
