batter,runs,balls,fours,sixes,strike_rate,dismissal
W Saha,4,3,1,0,133.33,c and b Boult
Shubman Gill,45,34,4,1,132.35,c Jos Buttler b Sandeep Sharma
Sai Sudharsan,20,19,2,0,105.26,run out (Jos Buttler/Samson)
Hardik Pandya,28,19,3,1,147.37,c Yashasvi Jaiswal b Chahal
Miller,46,30,3,2,153.33,c Hetmyer b Sandeep Sharma
Abhinav Manohar,27,13,0,3,207.69,c Padikkal b Zampa
Rahul Tewatia,1,1,0,0,100.0,not out
Rashid Khan,1,1,0,0,100.0,run out (Jos Buttler/Sandeep Sharma)
