Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",3-14,MLYW,T20I,Mong Kok,08 May 26,3.5,4,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-14,HKC W,T20I,Mong Kok,08 May 26,7,2,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0-11,MLYW,T20I,Mong Kok,07 May 26,5.5,2,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,2-8,MGLW,T20I,Hangzhou,25 Sep 25,4,2,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,0-15,HKC W,T20I,Hangzhou,23 Sep 25,7.5,2,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,2-10,MGLW,T20I,Hangzhou,20 Sep 25,2.5,4,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,0-8,PHIW,T20I,"Sano, Kanto",08 Jun 25,8,1,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,2-24,JPNW,T20I,"Sano, Kanto",06 Jun 25,6,4,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,0-2,MGLW,T20I,"Sano, Kanto",05 Jun 25,1,2,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,0-7,PHIW,T20I,"Sano, Kanto",04 Jun 25,7,1,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",2-17,HKC W,T20I,Mong Kok,08 Dec 24,5.6,3,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",3-28,THAIW,T20I,Mong Kok,07 Dec 24,7,4,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",0-29,HKC W,T20I,Mong Kok,04 Dec 24,7.2,4,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0-13,HKC W,T20I,Hangzhou,10 Nov 24,13,1,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",4-10,MMRW,T20I,Hangzhou,09 Nov 24,4,2.5,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0-14,HKC W,T20I,Hangzhou,08 Nov 24,4.6,3,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0-8,MGLW,T20I,Hangzhou,07 Nov 24,2.6,3,0
WOMENS EAST ASIA CUP 2024,1-6,SKRW,T20I,Incheon,13 Oct 24,3,2,0
WOMENS EAST ASIA CUP 2024,1-27,JPNW,T20I,Incheon,12 Oct 24,6.7,4,0
WOMENS EAST ASIA CUP 2024,2-9,SKRW,T20I,Incheon,11 Oct 24,3,3,0
WOMENS EAST ASIA CUP 2024,1-12,HKC W,T20I,Incheon,09 Oct 24,12,1,0
WOMENS EAST ASIA CUP 2024,0-1,MGLW,T20I,Incheon,08 Oct 24,1,1,0
