Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",0(3),HKC W,T20I,Mong Kok,08 May 26,0,0,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",9(15),MLYW,T20I,Mong Kok,08 May 26,60,1,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",15(29),MLYW,T20I,Mong Kok,07 May 26,51.7,1,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,14(24),MGLW,T20I,Hangzhou,25 Sep 25,58.3,0,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,1(5),HKC W,T20I,Hangzhou,23 Sep 25,20,0,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,2(6),MMRW,T20I,Hangzhou,22 Sep 25,33.3,0,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,19*(30),MGLW,T20I,Hangzhou,20 Sep 25,63.3,3,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,DNB,PHIW,T20I,"Sano, Kanto",08 Jun 25,DNB,DNB,DNB
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,1(1),JPNW,T20I,"Sano, Kanto",06 Jun 25,100,0,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,DNB,MGLW,T20I,"Sano, Kanto",05 Jun 25,DNB,DNB,DNB
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,7*(22),PHIW,T20I,"Sano, Kanto",04 Jun 25,31.8,0,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",11(18),HKC W,T20I,Mong Kok,08 Dec 24,61.1,1,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",1(5),THAIW,T20I,Mong Kok,07 Dec 24,20,0,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",4(16),NAMW,T20I,Mong Kok,05 Dec 24,25,0,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",13(23),HKC W,T20I,Mong Kok,04 Dec 24,56.5,2,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",9(22),HKC W,T20I,Hangzhou,10 Nov 24,40.9,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",9(18),MMRW,T20I,Hangzhou,09 Nov 24,50,1,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",0(3),HKC W,T20I,Hangzhou,08 Nov 24,0,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",15(15),MGLW,T20I,Hangzhou,07 Nov 24,100,1,0
WOMENS EAST ASIA CUP 2024,DNB,SKRW,T20I,Incheon,13 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,11*(16),JPNW,T20I,Incheon,12 Oct 24,68.7,0,0
WOMENS EAST ASIA CUP 2024,DNB,SKRW,T20I,Incheon,11 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,HKC W,T20I,Incheon,09 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,MGLW,T20I,Incheon,08 Oct 24,DNB,DNB,DNB
