batter,runs,balls,fours,sixes,strike_rate,dismissal
Kumar Sangakkara,65,47,10,0,138.3,c P Patel b V Kumar
Cameron White,31,34,2,1,91.18,c M Jayawardene b V Kumar
Manpreet Gony,0,1,0,0,0.0,not out
Shikhar Dhawan,4,9,0,0,44.44,c R Gomez b RP Singh
Amit Mishra,0,1,0,0,0.0,run out (P Patel/T Perera)
Dwaraka Ravi Teja,8,5,1,0,160.0,not out
Bharath Chipli,4,10,0,0,40.0,c S Sreesanth b V Kumar
Sunny Sohal,1,4,0,0,25.0,lbw b RP Singh
Daniel Christian,9,11,0,0,81.82,b T Perera
