batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,13,7,3,0,185.71,c Salt b Vaibhav Arora
Jake Fraser-McGurk,12,7,1,1,171.43,c Venkatesh Iyer b Starc
Abishek Porel,18,15,2,1,120.0,b Harshit Rana
Shai Hope,6,3,0,1,200.0,b Vaibhav Arora
Pant,27,20,2,1,135.0,c Shreyas Iyer b Chakaravarthy
Axar,15,21,2,0,71.43,b Narine
Tristan Stubbs,4,7,0,0,57.14,c Salt b Chakaravarthy
Kushagra,1,3,0,0,33.33,c Salt b Chakaravarthy
Kuldeep Yadav,35,26,5,1,134.62,not out
Rasikh Salam,8,10,1,0,80.0,c Shreyas Iyer b Harshit Rana
Williams,1,2,0,0,50.0,not out
