batter,runs,balls,fours,sixes,strike_rate,dismissal
Salt,75,37,6,6,202.7,b Sam Curran
Narine,71,32,9,4,221.88,c Bairstow b Rahul Chahar
Venkatesh Iyer,39,23,3,2,169.57,run out (Jitesh Sharma)
Russell,24,12,2,2,200.0,c Harshal Patel b Arshdeep Singh
Shreyas Iyer,28,10,1,3,280.0,c Rabada b Arshdeep Singh
Rinku Singh,5,4,1,0,125.0,c Ashutosh Sharma b Harshal Patel
Ramandeep Singh,6,3,0,1,200.0,not out
