Stat,Test,ODI,T20,IPL
Matches,0,8,25,81
Innings,0,4,5,17
Runs,0,23,27,68
Balls,0,29,20,43
Highest,0,10,16,19
Average,0,7.67,13.5,17
SR,0,79.32,135.00,158.14
Not Out,0,1,3,13
Fours,0,2,3,7
Sixes,0,1,1,4
Ducks,0,0,0,1
