Stat,Test,ODI,T20,IPL
Matches,0,8,25,81
Innings,0,8,24,81
Balls,0,356,499,1743
Runs,0,329,752,2690
Maidens,0,5,1,1
Wickets,0,9,27,92
Avg,0.0,36.56,27.85,29.24
Eco,0,5.54,9.04,9.26
SR,0.0,39.56,18.48,18.95
BBI,-/-,4/27,4/18,4/24
BBM,-/-,4/27,4/18,4/24
