Stat,Test,ODI,T20,IPL
Matches,37,31,28,39
Innings,53,25,16,35
Balls,2561,814,231,511
Runs,1519,784,350,807
Maidens,68,0,0,0
Wickets,39,20,14,20
Avg,38.95,39.2,25.0,40.35
Eco,3.56,5.78,9.09,9.48
SR,65.67,40.7,16.5,25.55
BBI,5/27,5/33,3/35,2/12
BBM,5/27,5/33,3/35,2/12
