Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,1-12,DC,T20,Delhi,08 May 26,12,1,0
INDIAN PREMIER LEAGUE 2026,1-34,SRH,T20,Hyderabad,03 May 26,11.3,3,0
INDIAN PREMIER LEAGUE 2026,1-12,LSG,T20,Lucknow,26 Apr 26,6,2,0
INDIAN PREMIER LEAGUE 2026,0-27,RR,T20,Kolkata,19 Apr 26,13.5,2,0
INDIAN PREMIER LEAGUE 2026,0-30,CSK,T20,Chennai,14 Apr 26,15,2,0
INDIAN PREMIER LEAGUE 2026,1-28,LSG,T20,Kolkata,09 Apr 26,14,2,0
ICC MEN'S T20 WORLD CUP 2026,0-11,OMAN,T20I,Pallekele,20 Feb 26,5.5,2,0
ICC MEN'S T20 WORLD CUP 2026,1-6,ZIM,T20I,Colombo,13 Feb 26,5.4,1.1,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",1-43,PAK,T20I,Lahore,01 Feb 26,14.3,3,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",0-11,PAK,T20I,Lahore,29 Jan 26,11,1,0
"THE ASHES, 2025-26",1-85 & 0-40,ENG,Test,Sydney,04 Jan 26,4.7 & 6.6,18 & 6,0 & 0
"THE ASHES, 2025-26",1-0 & DNB,ENG,Test,Melbourne,26 Dec 25,0 & DNB,0.5 & DNB,0 & DNB
"THE ASHES, 2025-26",1-33 & 0-44,ENG,Test,Adelaide,17 Dec 25,3 & 4.4,11 & 10,3 & 0
"THE ASHES, 2025-26",0-43 & 0-15,ENG,Test,Brisbane,04 Dec 25,5.3 & 3,8 & 5,1 & 1
"THE ASHES, 2025-26",1-10 & 0-13,ENG,Test,Perth,21 Nov 25,10 & 6.5,1 & 2,0 & 0
"AUSTRALIA TOUR OF ENGLAND, 2024",2-45,ENG,ODI,Chester-le-Street,24 Sep 24,7.5,6,0
"AUSTRALIA TOUR OF ENGLAND, 2024",0-25,ENG,ODI,Nottingham,19 Sep 24,6.2,4,0
"AUSTRALIA TOUR OF ENGLAND, 2024",0-24,ENG,T20I,Cardiff,13 Sep 24,12,2,0
"AUSTRALIA TOUR OF ENGLAND, 2024",1-14,ENG,T20I,Southampton,11 Sep 24,11.6,1.2,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",3-35,SCO,T20I,Edinburgh,07 Sep 24,8.7,4,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",2-16,SCO,T20I,Edinburgh,06 Sep 24,8,2,0
"AUSTRALIA TOUR OF SCOTLAND, 2024",1-12,SCO,T20I,Edinburgh,04 Sep 24,6,2,0
INDIAN PREMIER LEAGUE 2024,1-28,RR,T20,Ahmedabad,22 May 24,7,4,0
INDIAN PREMIER LEAGUE 2024,1-18,CSK,T20,Bengaluru,18 May 24,9,2,0
INDIAN PREMIER LEAGUE 2024,1-19,DC,T20,Bengaluru,12 May 24,4.7,4,0
INDIAN PREMIER LEAGUE 2024,0-16,PBKS,T20,Dharamsala,09 May 24,16,1,0
INDIAN PREMIER LEAGUE 2024,1-28,GT,T20,Bengaluru,04 May 24,7,4,0
INDIAN PREMIER LEAGUE 2024,0-42,GT,T20,Ahmedabad,28 Apr 24,14,3,0
INDIAN PREMIER LEAGUE 2024,2-12,SRH,T20,Hyderabad,25 Apr 24,6,2,0
INDIAN PREMIER LEAGUE 2024,2-35,KKR,T20,Kolkata,21 Apr 24,8.7,4,0
INDIAN PREMIER LEAGUE 2024,0-27,RR,T20,Jaipur,06 Apr 24,8.7,3.1,0
INDIAN PREMIER LEAGUE 2024,0-25,LSG,T20,Bengaluru,02 Apr 24,12.5,2,0
INDIAN PREMIER LEAGUE 2024,0-7,KKR,T20,Bengaluru,29 Mar 24,7,1,0
INDIAN PREMIER LEAGUE 2024,0-19,PBKS,T20,Bengaluru,25 Mar 24,9.5,2,0
INDIAN PREMIER LEAGUE 2024,2-27,CSK,T20,Chennai,22 Mar 24,9,3,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",1-21 & 1-48,NZ,Test,Christchurch,08 Mar 24,5.2 & 4.3,4 & 11,0 & 2
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",DNB & 1-16,NZ,Test,Wellington,29 Feb 24,DNB & 5.3,DNB & 3,DNB & 0
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-18,WI,ODI,Canberra,06 Feb 24,6,3,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",2-40,WI,ODI,Melbourne,02 Feb 24,5,8,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-12 & 1-37,WI,Test,Brisbane,25 Jan 24,1.7 & 3.7,7 & 10,2 & 2
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-12 & 1-9,WI,Test,Adelaide,17 Jan 24,3 & 3,4 & 3,1 & 0
ICC CRICKET WORLD CUP 2023,0-11,IND,ODI,Chennai,08 Oct 23,5.5,2,0
"AUSTRALIA TOUR OF INDIA, 2023",1-30,IND,ODI,Rajkot,27 Sep 23,4.6,6.4,0
"AUSTRALIA TOUR OF INDIA, 2023",2-103,IND,ODI,Indore,24 Sep 23,10.3,10,0
"AUSTRALIA TOUR OF INDIA, 2023",0-44,IND,ODI,Mohali,22 Sep 23,7.3,6,0
"AUSTRALIA TOUR OF SOUTH AFRICA, 2023",1-59,RSA,ODI,Johannesburg,17 Sep 23,5.9,10,0
"AUSTRALIA TOUR OF SOUTH AFRICA, 2023",1-32,RSA,ODI,Bloemfontein,07 Sep 23,6.4,5,0
