Stat,Test,ODI,T20,IPL
Matches,37,31,28,39
Innings,59,27,26,38
Runs,1736,782,638,939
Balls,3512,873,420,618
Highest,174,118,62,100
Average,32.75,41.16,29,39.13
SR,49.44,89.58,151.91,151.95
Not Out,6,8,4,14
Fours,196,63,49,78
Sixes,14,20,36,44
Ducks,5,1,1,1
