Stat,Test,ODI,T20,IPL
Matches,0,0,0,50
Innings,0,0,0,47
Balls,0,0,0,835
Runs,0,0,0,1110
Maidens,0,0,0,1
Wickets,0,0,0,35
Avg,0.0,0.0,0.0,31.71
Eco,0,0,0,7.98
SR,0.0,0.0,0.0,23.86
BBI,-/-,-/-,-/-,4/30
BBM,-/-,-/-,-/-,4/30
