Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2025,4(11),RCB,T20,New Chandigarh,29 May 25,36.3,0,0
INDIAN PREMIER LEAGUE 2025,DNB,MI,T20,Jaipur,26 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,7*(2),DC,T20,Jaipur,24 May 25,350,0,1
INDIAN PREMIER LEAGUE 2025,DNB,RR,T20,Jaipur,18 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,CSK,T20,Chennai,30 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,KKR,T20,Kolkata,26 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,RCB,T20,New Chandigarh,20 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,DNB,RCB,T20,Bengaluru,18 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,SRH,T20,Hyderabad,19 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,RR,T20,Guwahati,15 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,17*(13),CSK,T20,Dharamsala,05 May 24,130.7,2,0
INDIAN PREMIER LEAGUE 2024,DNB,CSK,T20,Chennai,01 May 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,DNB,KKR,T20,Kolkata,26 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,29(12),GT,T20,New Chandigarh,21 Apr 24,241.6,4,1
INDIAN PREMIER LEAGUE 2024,21(20),MI,T20,New Chandigarh,18 Apr 24,105,2,1
INDIAN PREMIER LEAGUE 2024,3*(3),RR,T20,New Chandigarh,13 Apr 24,100,0,0
INDIAN PREMIER LEAGUE 2024,DNB,SRH,T20,New Chandigarh,09 Apr 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,1*(2),GT,T20,Ahmedabad,04 Apr 24,50,0,0
INDIAN PREMIER LEAGUE 2024,DNB,LSG,T20,Lucknow,30 Mar 24,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2024,2*(2),RCB,T20,Bengaluru,25 Mar 24,100,0,0
INDIAN PREMIER LEAGUE 2024,2*(2),DC,T20,New Chandigarh,23 Mar 24,100,0,0
INDIAN PREMIER LEAGUE 2023,DNB,RR,T20,Dharamsala,19 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,0(1),DC,T20,Dharamsala,17 May 23,0,0,0
INDIAN PREMIER LEAGUE 2023,2(5),DC,T20,Delhi,13 May 23,40,0,0
INDIAN PREMIER LEAGUE 2023,17*(9),KKR,T20,Kolkata,08 May 23,188.8,2,1
INDIAN PREMIER LEAGUE 2023,DNB,MI,T20,Mohali,03 May 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,CSK,T20,Chennai,30 Apr 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,5(2),MI,T20,Mumbai,22 Apr 23,250,1,0
INDIAN PREMIER LEAGUE 2023,13(13),RCB,T20,Mohali,20 Apr 23,100,1,0
INDIAN PREMIER LEAGUE 2023,6(4),LSG,T20,Lucknow,15 Apr 23,150,1,0
INDIAN PREMIER LEAGUE 2023,8*(5),GT,T20,Mohali,13 Apr 23,160,0,1
INDIAN PREMIER LEAGUE 2023,1(2),SRH,T20,Hyderabad,09 Apr 23,50,0,0
INDIAN PREMIER LEAGUE 2023,DNB,RR,T20,Guwahati,05 Apr 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2023,DNB,KKR,T20,Mohali,01 Apr 23,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,DNB,SRH,T20,Mumbai,22 May 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2022,1(2),DC,T20,Navi Mumbai,16 May 22,50,0,0
INDIAN PREMIER LEAGUE 2022,7(5),RCB,T20,Mumbai,13 May 22,140,0,1
INDIAN PREMIER LEAGUE 2022,14(18),KKR,T20,Mumbai,01 Apr 22,77.7,1,1
INDIAN PREMIER LEAGUE 2022,DNB,RCB,T20,Navi Mumbai,27 Mar 22,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2021,DNB,CSK,T20,Dubai,07 Oct 21,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2021,3*(2),RCB,T20,Sharjah,03 Oct 21,150,0,0
INDIAN PREMIER LEAGUE 2021,14*(19),MI,T20,Abu Dhabi,28 Sep 21,73.6,0,0
INDIAN PREMIER LEAGUE 2021,18*(18),SRH,T20,Sharjah,25 Sep 21,100,1,0
INDIAN PREMIER LEAGUE 2021,DNB,RR,T20,Dubai,21 Sep 21,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2021,4*(2),DC,T20,Ahmedabad,02 May 21,200,1,0
INDIAN PREMIER LEAGUE 2021,25*(17),RCB,T20,Ahmedabad,30 Apr 21,147,1,2
INDIAN PREMIER LEAGUE 2020,DNB,CSK,T20,Dubai,04 Oct 20,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2019,DNB,CSK,T20,Mohali,05 May 19,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2019,20*(12),DC,T20,Delhi,20 Apr 19,166.6,2,1
