Stat,Test,ODI,T20,IPL
Matches,0,0,0,50
Innings,0,0,0,26
Runs,0,0,0,244
Balls,0,0,0,203
Highest,0,0,0,29
Average,0,0,0,20.33
SR,0,0,0,120.20
Not Out,0,0,0,14
Fours,0,0,0,19
Sixes,0,0,0,10
Ducks,0,0,0,1
