Stat,Test,ODI,T20,IPL
Matches,19,23,32,15
Innings,36,22,32,15
Balls,3558,1108,671,300
Runs,1579,980,1073,506
Maidens,187,18,2,1
Wickets,80,30,30,16
Avg,19.74,32.67,35.77,31.63
Eco,2.66,5.31,9.59,10.12
SR,44.48,36.93,22.37,18.75
BBI,6/48,4/41,3/8,3/41
BBM,11/117,4/41,3/8,3/41
