bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4.0,0,16,1,4.0
Jacques Kallis,3.0,0,34,0,11.33
Dale Steyn,4.0,0,38,0,9.5
Anil Kumble,4.0,0,19,0,4.75
Roelof van der Merwe,4.0,0,27,2,6.75
Virat Kohli,0.2,0,1,0,5.0
